Kenny Easterday,wlh lu ht ibaj vrrt vltjlalb wrroq?
Braulio Manuel Fernández,wkb kt bs ljra dhhs dksakrkj whhfe?
Robert Frederick Froehlke,vfa fs ar gdjc uppr ufrcfjfd vpphl?
Bergljot Hobæk Haff,vlc ls cr nbja uppr ulraljlb vppoe?
Barbara Hardy,wic is cr ehma voor viraimih wookn?
Keith Jeffery,wgh gt hs mbak vpps vgskgagb wppco?
Martin Jensen,vmc mt cs lhpj uaas umsjmpmh vaaeq?
Yannis Kalaitzis,xnv nu vt lmfj wrrt wntjnfnm xrrdg?
Sossen Krohg,vmf ms fr lcej uqqr umrjmemc vqqnp?
Johnny Lattner,wnj nt js miqk vrrs vnsknqni wrrpf?
Yvonne Porcella,bmg mt gf lerk wssf wmfkmrme bsspi?
Bennie Purcell,vlg ls ge kbpa fqqe flealplb vqqdi?
Hugo Tassara,vmh mu ht klpi brrt bmtimpml vrrnq?
George Tipton,vmd ms dg lbpj urrg umgjmpmb vrrfq?
Yan Su,wju jt us hiof eqqs ejsfjoji wqqmp?
Xymena Zaniewska-Chwedczuk,zqx qw xv ndkp occv oqvpqkqd zccht?
Angela Bairstow,woh ou ht ndrf vsst votforod wssge?
Nathan Barksdale,vmf mt fs ikge uqqs umsemgmk vqqoj?
Yvonne Barr,bkh kt hs jepf wrrs wksfkpke brrnq?
Avigdor Ben-Gal,bmg ms gr eiph vqqr vmrhmpmi bqqck?
Flakey Dove,iat as tr gedj wppr warjadae ippnb?
Robin Ghosh,vma ms ar kloc uqqr umrcmoml vqqdp?
Trifon Ivanov,gdb dt bs klpi vrrs vdsidpdl grrcq?
Barry Jones,wlc lt cs khpa vrrs vlsalplh wrroq?
O. N. V. Kurup,cmf mt fg kldi essg emgimdml csspr?
Edward J. McCluskey,xoe ov eu baln jggu jounoloa xggri?
Rafael Moreno Valle,ica cs ar ldqj vffr vcrjcqcd iffoe?
Giorgio Rossano,vld ls dr jkoh uqqr ulrhlolk vqqbp?
Slobodan Santrac,vli lt is ekqd urrs ulsdlqlk vrrob?
Antonin Scalia,vlt ls tr jkpi uqqr ulrilplk vqqeh?
Mike Shepherdson,voh os hg idcm uaag uogmocod vaabr?
Borek Šípek,vjc jr cf idea uppf ujfajejd vppmo?
Bud Webster,wkh kv hu cepa brru bkuakpke wrrnq?
Sir Christopher Zeeman,wpc pu ch oisn vkkh vphnpspi wkkbt?
Eric Lubbock,vlb ls br kaig fppr flrglila vppce?
Peter Bottome,vkd ks da jbpe ugga ukaekpkb vggnq?
Ali Brownlee,wle ls er kipd vqqr vlrdlpli wqqcb?
Muriel Casals i Couturier,vnc nu ct merl baat bntlnrne vaadf?
Joanne M. Cohoon,vkr kq rp jeni uffp ukpiknke vffmo?
Max Gruenberg,wle lt es kgpi faas flsilplg waanq?
Drewe Henley,xlb lt bs acpj wqqs wlsjlplc xqqng?
David Hey,cjt js tr afmh woor wjrhjmjf coodn?
Mitchell Higginbotham,vns nr sq mfpj uaaq unqjnpnf vaabg?
Anselmo López,wmt ms th ldrj vffh vmhjmrmd wffpe?
Wieslaw Rudkowski,wng nu gt icjl hrrt hntlnjnc wrrbe?
Steven Stucky,dmw mv wu lchk fssu fmukmhmc dsspr?
L. C. Ulmer,vjf js fr ieoh cddr cjrhjoje vddma?
Paul Bannon,vks kr sa ijpe cqqa ckaekpkj vqqnd?
Paulo Barreto Menezes,wpg pv ga ohuf cjja cpafpuph wjjsd?
Piero Buscaroli,vmd mt da lcqf grra gmafmqmc vrrbk?
Alcibíades Colón,vks kr sq fgoe uppq ukqekokg vppdb?
Mary Dodson,wlc lt cs ekqi vaas vlsilqlk waaor?
Lewis Feild,wft fs tr gbni voor vfrifnfb wooda?
Edward T. Foote II,wge gt es baoj vqqs vgsjgoga wqqip?
George Gaynes,wld lt ds kbpi vrrs vlsilplb wrrnq?
Constance Glube,vmu mt us lgqk jrrs jmskmqmg vrroi?
Victor Goldbloom,anf nt fs imqj vkks vnsjnqnm akkbh?
Abdul Rahman Al-Hanaqtah,vnf nj ft cmrb dhht dntbnrnm vhhpe?
Virgil Jester,anc nu ct mgpk vqqt vntknpng aqqbe?
Jerzy Kroh,xmc mt cs lbfj wqqs wmsjmfmb xqqop?
Louis Lane,vlt ls tr khpi cqqr clrilplh vqqda?
Walter McGowan,wnf nt fs merl vggs vnslnrne wggpc?
Muhayadin Mohamed,wmt ms tr fjpk baar bmrkmpmj waagq?
Salman Natour,vni nu it lmsj hddt hntjnsnm vddqc?
W. F. H. Nicolaisen,wbt bs tr mkpl vqqr vbrlbpbk wqqeh?
Carlos Quintero Arce,voc og cu nlsm httu houmosol vttid?
Hans Posthumus,vnu nt ue lmrj hiie hnejnrnm viips?
Jean Rabier,vje jr eq ibmf uooq ujqfjmjb voogn?
Fighton Simukonda,vau at us lpkn jiis jasnakap viibr?
Steve Thompson,dnu nt uh mcrk vggh vnhknrnc dggps?
Vanity,aku kt us ijog wqqs wksgkokj aqqdp?
Alisa Bellettini,vkt ks tr jfoe uppr ukrekokf vppcb?
Ronnie Blackman,vma mr aq lejf ukkq umqfmjme vkkdg?
Boutros Boutros-Ghali,voe ou et mnqa crrt cotaoqon vrrkj?
Eugenio Carmi,vmi ms ir lapk bjjr bmrkmpma vjjeq?
Fred V. Cherry,eab at bs dcnj wpps wasjanac epplo?
Mircea Costache II,vmc mt cs lepk uaas umskmpme vaabq?
Srdan Dizdarevic,ilb lu bt chpk wrrt wltklplh irrfq?
Jack Elrod,vkg kr gq iedj uooq ukqjkdke voonf?
Gustavo Julian Garcia,fql qv lu opsn bttu bqunqsqp fttji?
Douglas Haynes,wnu nt us akql crrs cnslnqnk wrroe?
Gregorio Garavito Jiménez,gpb pu bt ocrm wjjt wptmprpc gjjes?
Mike Greenstein,vnf nt fs mdck uaas unskncnd vaabq?
Lou Holland,vks kr sq gjoh cppq ckqhkokj vppma?
Herbert Louis,vnc nu ct mbqd hrrt hntdnqnb vrrif?
Arman Manaryan,wjb js br hiof vccr vjrfjoji wccmp?
Belinda Nash,vks kr sq fbna uooq ukqaknkb voodc?
Jim Pleass,vls lr sd kfoi uccd uldilolf vccbe?
Jože Pogacnik,vmr mq rd lcjk uppd umdkmjmc vppio?
Charles Caldwell Ryrie,xmd mu dt hfpl wqqt wmtlmpmf xqqke?
Robert Walker,wla lt as kdic vqqs vlsclild wqqoh?
Arthur J. Aasland,vnb nu bt jmqk errt entknqnm vrrph?
Gelu Barbu,vjg js gr ibne door djrejnjb voolc?
Jesús Barrero,vjf js fr ibnd uppr ujrdjnjb vppmo?
Eduardo Chirinos,vme mt es bapl crrs cmslmpma vrriq?
Elias P. Demetracopoulos,voj ou jf gasn mhhf mofnosoa vhhcb?
François Fourquet,vab ai bu njrl httu haularaj vttfs?
Andy Ganteaume,wlu lt us cgpj hiis hlsjlplg wiinq?
Alexander Gutman,wng nu gt fcrl ikkt intlnrnc wkkpb?
Eddie Haigh,vir iq rp bakg ummp uipgikia vmmcl?
Sophia Hawthorne,woi ou ic nkrl vttc voclorok wttes?
Mohamed Hassanein Heikal,vns nr sq fejl uaaq unqlnjne vaaik?
Noela Hjorth,vmh ms hr lcpj uqqr umrjmpmc vqqod?
Michael Jaharis,vmi ms ir lfok uaar umrkmomf vaabg?
Akbar Kakkattil,vkd ks dr ijbc uoor ukrckbkj voofg?
Archie Lang,vlb lr bq kfnj uooq ulqjlnlf vooeg?
Liu Wan-lai,wkt ks tr ijog cppr ckrgkokj wppba?
Brock Pemberton,vmb ms bf lgea uhhf umfamemg vhhpr?
Tony Phillips,wou ot ue mnrk vsse voekoron wssgh?
George Redmond,vkd kr dq eboi uffq ukqikokb vffmp?
Ray West,xka kv au jeph wrru wkuhkpke xrrnq?
Andrzej Zulawski,xpd pv du cfln hssu hpunplpf xssmi?
Victorico Chaves,amf mu ft lipk vrrt vmtkmpmi arrbq?
Harold C. Conklin,vmc mr cq flik uppq umqkmiml vppje?
Jim Davenport,fok ot ki dgrm vcci voimorog fccbs?
Sir Tony Durant,wnc nv cu hmrk ittu inuknrnm wttbs?
Jo-Ann Episkenew,wnt ns tf meik vrrf vnfknine wrrgq?
Rosario Ferré,vfa fs ar jgnh uppr ufrhfnfg vppeo?
Rudolf Fischer,vfa ft as ckpm bqqs bfsmfpfk vqqge?
Paul Gordon,vmg ms ga hlqj crra cmajmqml vrrod?
Brendan Healy,wkb ks br ecoa vppr vkrakokc wppmh?
Abdul Rashid Khan,vnf nt fs cmjb dqqs dnsbnjnm vqqie?
Bruce Lacey,wjb jt bs ieoa cpps cjsajoje wppmf?
Horst Mittelstaedt,vnc nt cs khql uffs unslnqnh vffgi?
Johnny Miller,woj os jr niql vffr vorloqoi wffgh?
Tom Mullica,vlt ls tr jkpi dccr dlrilplk vccfe?
Cherussery Zainuddeen Musliyar,xpd pv du lcso emmu epuopspc xmmjn?
Pantelis Pantelidis,vlt ls ta iepj uqqa ulajlple vqqgf?
Angela Raiola,vlf lr fq kdoi uppq ulqilold vppge?
John Reinhardt,vme ms er ifok uqqr umrkmomf vqqgp?
Don Rossiter,vld lt ds ahpj urrs ulsjlplh vrrfq?
Karl Stirner,vmc mt cs liaj uqqs umsjmami vqqgd?
Giorgio Tinazzi,wmd mt ds klpi vrrs vmsimpml wrrbq?
Yuko Tsushima,wov ou vt mnck biit botkocon wiihr?
Arumugam Vijiaratnam,fob ou bt mnqk cddt cotkoqon fddgr?
Tamerlan Aguzarov,lpe pv eu odtm iccu ipumptpd lccrf?
Humbert Allen Astredo,vof ou ft lesd bcct botdosoe vccqi?
John Binotto,vls lr sq jkne uppq ulqelnlk vppfo?
Din Joe Crowley,xnh nt hs afqm wrrs wnsmnqnf xrrbj?
Harald Devold,gkc ks cr efoi vppr vkrikokf gppmd?
Umberto Eco,vke kt es jdpc abbs aksckpkd vbbnq?
Freddie Goodwin,wab as br dcok vqqr varkaoac wqqep?
Sir Anthony Hidden,wnc nu ct jkql vsst vntlnqnk wssbr?
Harper Lee,vjc jr cd ieng uood ujdgjnje voolf?
Chiaki Morosawa,wnh nt hs lmek vffs vnsknenm wffcq?
Sir William rien,wmc mt cs lhqj vggs vmsjmqmh wggbe?
Vi Subversa,akg ku gt jfoe dqqt dktekokf aqqbp?
Mutsuo Tahara,vmh mu ht klqi baat bmtimqml vaaor?
Charlie Tuna,vmd mt ds lgpk iqqs imskmpmg vqqfe?
Samuel Willenberg,wok ou kt nerj dcct dotjoroe wcchf?
Bruno Zuppiger,wnb nt bg mjqa cssg cnganqnj wsshr?
Pia Bech Mathiesen,vmt ms ta lepd uhha umadmpme vhhbq?
Fernando Cardenal,vac ar cq fboj uppq uaqjaoab vppmi?
Kevin Collins,cmt ms tr lbak vqqr vmrkmamb cqqdh?
Moisés Dagdug Lützow,xpw pv wu eosm haau hpumpspo xaaci?
Ove Verner Hansen,bld lt ds kcpi vrrs vlsilplc brrnq?
Kim Seong-jip,vos or sj neal uccj uojloaoe vccbq?
Steven Pirika Kama,doh ou hf ncil vkkf vofloioc dkkgs?
Mike McCoy,wks kr sq jdci vaaq vkqikckd waabo?
Peter Mondavi,jnd nt da hbrl veea vnalnrnb jeeks?
Muhamed Mujic,vks kr sq femj baaq bkqjkmke vaahn?
Dave Needle,cis ir sq adng vooq viqginid coolf?
Jon Rollason,vld ls dr jkph uqqr ulrhlplk vqqoe?
Pradeep Shakthi,vmb mt ba dehk uqqa umakmhme vqqjp?
Renee Valente,dka kt as jbph vqqs vkshkpkb dqqnf?
Xie Jialin,wks kr sq jcnh vooq vkqhknkc woobf?
Nando Yosu,wku kt us cjph grrs gkshkpkj wrrnq?
María Luisa Alcalá,vlc lt cs jkpi eaas elsilplk vaafd?
Akbar Ali,vjd jr dq hibc unnq ujqcjbji vnnfe?
Pascal Bentoiu,vnu nt ua mgrf lssa lnafnrng vsske?
Eric Brown,wkb ks br jaoe vqqr vkrekoka wqqcp?
John Caldwell,wls lr sq hjok vppq vlqklolj wppng?
Roger Chorley,wla ls ar kdoj vppr vlrjlold wppmg?
Chu Qing,vls ld sr jkni cppr clrilnlk vppeo?
Vlasta Dalibor,amj mu jt flqh vrrt vmthmqml arrgb?
Jean-Pierre Detremmerie,vmg ms ge hbpk ujje umekmpmb vjjfq?
David Duffield,cft fs tr agni eoor efrifnfg coodh?
George Robin Henderson,vmd ms dr iboe uqqr umremomb vqqfp?
Andrew Herxheimer,xmd mt ds cepk wjjs wmskmpme xjjiq?
Patrick Hodgkinson,vpd pt da jogn ussa upanpgpo vsser?
Nina Hole,vkr kq rp jgnh uoop ukphknkg voobf?
Peter Marlow,wmd mt da lbrj veea vmajmrmb weepg?
Ivan M. Matheson,bnu nt us mhqk vees vnsknqnh beear?
René Matte,vja js ar ibog uddr ujrgjojb vddmp?
Kalanidhi Narayanan,wmh ms hr flaj vppr vmrjmaml wppec?
Miroslav Nemirov,hnc nt cs mjrk vaas vnsknrnj haabf?
Don Owen,wis ir sq aeng vppq viqginie wpplo?
Albert Rhoton,vle ls er kdpc uqqr ulrclpld vqqnb?
Marcus George Singer,vnc nt cs mhql eaas enslnqnh vaajr?
Debbie Smith,vkt ks tr abnc uffr ukrcknkb vffdo?
Richard Horner Thompson,voa ot al firn ukkl uolnoroi vkkbs?
Betty Jane Watson,xmv mu vt lbqa wsst wmtamqmb xsspr?
Christian Berg-Nielsen,vnc nt cs mjpi uqqs unsinpnj vqqdl?
Barbara M. Clark,vjc jr cq higa uddq ujqajgji vddmf?
Wesley A. Clark,xlh lu ht kbij wqqt wltjlilb xqqod?
Cristiana Corsi,vlb lt bs jkpi urrs ulsilplk vrrcq?
Eileen Foley,wes er sq kaoi vppq veqieoea wppbc?
Yolande Fox,xht hs tr fgpj wqqr whrjhphg xqqnc?
Steve Harris,dlg lu gt kcoi vqqt vltilolc dqqhp?
Sonny James,wlt ls tr khpi vggr vlrilplh wggoq?
Cara McCollum,vkc ks cr ijph gddr gkrhkpkj vddnf?
Hans Reffert,vge gt es kfoi uqqs ugsigogf vqqmp?
Douglas Slocombe,vlt ls tr akpj ciir clrjlplk viine?
Yochanan Sofer,whj ht js lipk vrrs vhskhphi wrrnq?
Lev Zbarsky,cmg mv gu lbie xrru xmuemimb crrpa?
Waqar Ahmed,wkd kc ds hgoi vffs vksikokg wffmp?
Jaime Ornelas Camacho,vog os gr neqm uddr uormoqoe vddci?
Rey Caney,wia is ar hbng vppr virginib wpplo?
Ramón Castro Ruz,wna nv au lmsk iccu inuknsnm wccqt?
William W. "Bill" Carmody,xmh mt hs jlqf wees wmsfmqml xeebc?
Lies Cosijn,vls lr sq kcoj uppq ulqjlolc vppba?
Angel Gabriele,vkg kr gq jdnf uooq ukqfknkd voohe?
Valérie Guignabodet,aod ou dt lfrj hsst hotjorof assec?
László Gyöngyösi,xmu mt us klpi wqqs wmsimpml xqqga?
Antanas Janauskas,vlu lt us jkgh fqqs flshlglk vqqop?
Darlene Jones,vlc ls cr aepj uqqr ulrjlple vqqod?
Slobodan Lang,vks kr sq ejod uppq ukqdkokj vppmb?
Peter Lustig,vnd nu da mbqk frra fnaknqnb vrrhe?
Luis Alberto Machado,voh ou ht ngrf bkkt botforog vkkca?
Madison Marye,wmh mt hs cjqk vaas vmskmqmj waadr?
Jacqueline Mattson,vpu pd ut ofsn ejjt eptnpspf vjjhg?
Havo Molisale,cmt ms tr lipj veer vmrjmpmi ceegf?
Burt Nodella,vlc lt cs ghqa brrs blsalqlh vrroi?
Tosun Terzioglu,wpg pv gu ofsm dttu dpumpspf wttik?
Joaquim Veà Baró,hnk nd kt miqj eggt entjnqni hggfr?
Donald E. Williams,wmt ms tr afqk viir vmrkmqmf wiihe?
A. K. N. Ahmed,vjr jq rp gfbh ueep ujphjbjf veeln?
Lennie Baker,vkh kr hq jbge uooq ukqekgkb vooda?
Ryszard Bender,xka ku at fhpg wrrt wktgkpkh xrrnq?
Adriana Benetti,vjc js cr bgnf uppr ujrfjnjg vppdo?
Carlos Cámara,vkc ks cr ijph uggr ukrhkpkj vggnd?
Miguel Ángel Coria,vnj ns jr meql daar dnrlnqne vaabf?
Michael Atul D’Rozario,wok ou kt jfrn iaat iotnorof waabg?
Eddie Einhorn,vkg kr gq bani uppq ukqiknka vppco?
Ken English,vms mr sq lbaj uooq umqjmamb voofe?
Rafael Iriondo,vca cr aq idoj uppq ucqjcocd vppfe?
Colin Low,wks kr sq ijoh vppq vkqhkokj wppdc?
Nabil Maleh,vkr kq rp jgnc uffp ukpcknkg vffde?
Jim McFadzean,wes er sq gink vccq veqkenei wccbo?
Peter van der Merwe,emd mu da hbrk wiia wmakmrmb eiips?
S. F. C. Milsom,vbs br sq jkoi uddq ubqibobk vddef?
George C. Nichopoulos,vpd pt di obrn jssi jpinprpb vssgk?
Billie Nipper,vkg kr gf jdoa uppf ukfakokd vppbc?
Northern Spur,vnc nu ch mfrk itth inhknrnf vttps?
James C. Russell,vlg lt gs kdpj hccs hlsjlpld vccoi?
Yordan Sokolov,jnc nu ct dmhk wsst wntknhnm jssqi?
Timber Country,wnf nu ft merd icct intdnrne wccbs?
Sam Beall,vis ir sq hend uccq uiqdinie vcclf?
Bob Bryant,wkc kt cs ijpa vrrs vksakpkj wrrnq?
Tony Burton,wlg lu gt jkqe fsst fltelqlk wssor?
John Chilton,vms mr sq kloj uppq umqjmoml vppfg?
Jim Clark,vlg lr gq jkhi uccq ulqilhlk vccbe?
Ian Davis,ejt js tr ding vppr vjrgjnji eppao?
Brian Barnett Duff,vjb jt bs hfoa iqqs ijsajojf vqqcp?
François Dupeyron,wab au bj hkrm ittj iajmarak wttfs?
Miloš Hájek,vmr mq rp lghj uaap umpjmhmg vaabc?
Bhavarlal Jain,dme ms er kloa vppr vmramoml dpphf?
Sir Peter Kenilorea,voc ot cd negl ussd uodlogoe vssbi?
John Kidd,vlr lq rp gkei uoop ulpilelk voofn?
Gillis Lundgren,vmh mt hs gipk eqqs emskmpmi vqqbc?
Alfred E. Mann,vcd cr dq feoi uggq ucqicoce vggmb?
Otto-Werner Mueller,wne nu et mdsk hggt hntknsnd wggqi?
Irén Psota,vmb mt bd klqi ussd umdimqml vssar?
Habib-ur-Rehman,vlf ls fr kgoc ehhr elrclolg vhhdp?
William Schaap,wmt ms ti klpj veei vmijmpml weebc?
Zdenek Smetana,wlu lt us bcej vggs vlsjlelc wggoq?
Mark Young,wnc nt cs lmdj gaas gnsjndnm waapr?
Mirza Mohammed Athar,wmc mt cs ihpk vaas vmskmpmh waabq?
Andy Bathgate,wkt ks tr cine vppr vkreknki wpplo?
C. L. Blast,vit is tr ghnc uoor uircinih voolb?
William Y. Cooper,xnk nt ki mjrl weei wnilnrnj xeebc?
Karl Dedecius,vlc lt cs efak ipps ilsklalf vpphd?
Nina Dorda,vjf jr fq ding uppq ujqgjnji vppbo?
Jack Forrest,veg et gs lhdk uqqs ueskedeh vqqop?
B. K. Garudachar,vke ks er gjba foor fkrakbkj vooln?
Don Getty,wkt ks tr aeoi vqqr vkrikoke wqqmp?
Antony Gibbs,wmu mt us klph vrrs vmshmpml wrrgq?
Eri Klas,vkb ks br jadh uoor ukrhkdka vooce?
Ivan Kristoffersen,bjf ju ft nkel vsst vjtljejk bssar?
Loh I-Cheng,vlr lq rp kfnj uoop ulpjlnlf vooda?
Michael S. Longuet-Higgins,vpu pt us ofrn laas lpsnprpf vaabg?
Juan Conway McNabb,xmu mt us klqj biis bmsjmqml xiipr?
Thadeo Ouano,vkt ks tr deoi gqqr gkrikoke vqqmp?
Robert Palladino,vma ms af idqc urrf umfcmqmd vrrjh?
Robert Struble Jr.,vma mu at ldqc grrt gmtcmqmd vrrph?
Winston Blake,wnu nt us mkjg vrrs vnsgnjnk wrrbh?
Michael Bowes-Lyon,xou ot us nfrh waas woshorof xaabg?
Dick Bradsell,vkf ks fr aide uoor ukrekdki voobj?
James Z. Davis,hlu lt us gdoj wccs wlsjlold hccip?
David Douglas,cmu mt us alpj fqqs fmsjmpml cqqdh?
Yushu Kitano,wov ou vt mnek bsst botkoeon wssfr?
Francisco Kraus Trujillo,vab au bt opin jsst jatnaiap vssfm?
Lúcio Lara,vjf jr fq hing uooq ujqgjnji vooca?
Lee Khoon Choy,wls lr sq kbcj vppq vlqjlclb wppna?
Claude Parent,vlh lt hg efqk drrg dlgklqlf vrrob?
Vid Pecjak,aks kr sd ceij vood vkdjkike aoobn?
Peter N. Perretti,vkd ks da jboh uqqa ukahkokb vqqfp?
Rajesh Pillai,vma ms ag ldoj uppg umgjmomd vpphi?
Steven Rumbelow,dpf pw fv ocui ghhv gpvipupc dhhsj?
Farajollah Salahshoor,vac as cr kloi uppr uariaoal vppnf?
Anna-Leena Siikala,vks kr sq jdgh uooq ukqhkgkd voofc?
Bob Spicer,vkh ks hd jgoa uqqd ukdakokg vqqep?
Rian Sukmawan,wna nu at lmgj fhht fntjngnm whhbr?
Wiswa Warnapala,wme mt eg klqi vrrg vmgimqml wrrbh?
Elmer Wingate,wnd nt ds maqk vccs vnsknqna wccfb?
Yi Cheol-seung,wou ot us neqm irrs iosmoqoe wrrbg?
Sengai Aaliyan,wlt ls tr kboi vppr vlrilolb wppfg?
Don Battye,wjt js tr ahod vqqr vjrdjojh wqqmp?
Didier Bellens,vkd ks dr acoe uppr ukrekokc vppbf?
Delmer Berg,vje jr eq abnf uddq ujqfjnjb vddlc?
Moisés Julio Blanchoud,vot os tr mnqh faar forhoqon vaacg?
Honey Chhaya,wjs jr sq idnh vppq vjqhjnjd wpplo?
Stephen Clarkson,voj ot jd nckm ussd uodmokoc vssqh?
Paul Colinvaux,inu nt ua lmrk cssa cnaknrnm issgd?
John Cameron,vli lr iq khoj uggq ulqjlolh vggnp?
Bram Goldsmith,vob ot bs hnqa udds uosaoqon vddjg?
John Johnson,vks kr sq ijng uppq ukqgknkj vppmo?
John Jones,vks kr sq jenh uppq ukqhknke vppmo?
John Philip Kassebaum,vqt qs te pkhl mnne mqelqhqk vnnfg?
Frank Kelly,wab as br kfei vppr variaeaf wppng?
George Kennedy,wld ls dr gbej vqqr vlrjlelb wqqnp?
Kumarimuthu,vme mt es klai bccs bmsimaml vccfp?
Jack Lindquist,vou oi ut hndm jrrt jotmodon vrrfe?
Raúl Sánchez,wla lt as khpj vqqs vlsjlplh wqqnc?
Jan H van der Merwe,emh mt hs fgpk wiis wmskmpmg eiioq?
Ranginui Walker,wna nt as mjik fqqs fnskninj wqqeh?
Craig Windham,wmb ms br hlok vjjr vmrkmoml wjjdp?
Liliane Wouters,woj ov ju nesl httu houlosoe wttba?
Alice Arlen,vjf jr fq ienh uooq ujqhjnje voocb?
Stuart Beck,vke ku et jgif cqqt cktfkikg vqqnp?
Rudy Bukich,wla lt as ckfe bpps blselflk wppgo?
Wenn V. Deramas,dlf lu ft ebqj whht wltjlqlb dhhor?
Helias Doundoulakis,vnt ns tr gbkl iqqr inrlnknb vqqdc?
Gil Hill,vjr jq rp hilf ummp ujpfjlji vmmbc?
John Hofsess,ves er sq kgni uppq ueqieneg vppmo?
Fernand Jourdenais,vac at cs fbpl irrs iaslapab vrrjq?
Hannes Löhr,vkg ks gr jdoh uppr ukrhkokd vppmf?
Josefin Nilsson,ves er sq ldoj uppq ueqjeoed vppfh?
José Parra Martínez,wof ou fd njsl vggd vodlosoj wggrt?
Francis Xavier Osamu Mizobe,iab aw bv pjto mllv mavoataj illfu?
Mumtaz Qadri,wmh mf hu glqj baau bmujmqml waair?
Lee Reherman,vkc kr cq jboh ueeq ukqhkokb veema?
Louise Rennison,vmg mt gs lfqj crrs cmsjmqmf vrrda?
Conrad Santos,vkd kt ds fjpi urrs uksikpkj vrrnq?
Henry Snyder,wkd kt ds gboi vqqs vksikokb wqqmp?
Shoichi Ueno,vlt ls tr kgoj fqqr flrjlolg vqqdp?
Nihal Ahmed Maulavi Mohammed Usman,jou ot us hgrm iffs iosmorog jffbe?
Ana Vieira,cjf js fr ieng vppr vjrgjnje cppdo?
Natasha Aguilar,voj ou jt mnqk grrt gotkoqon vrrhi?
George Alexandru,wmd mt ds ibqk jrrs jmskmqmb wrrof?
Fazu Aliyeva,iav au vt lhpj dqqt datjapah iqqfe?
Lennie Bluett,vkt ks tr jboe fppr fkrekokb vppda?
Dale Bumpers,vli lt ih adqe fggh flhelqld vggoc?
Antonio Carrizo,wlg lt gs jkpi vrrs vlsilplk wrreq?
Jacques Deny,wlu ld ut hfpk errt eltklplf wrroq?
Brian Johns,vmb ms br kloa uqqr umramoml vqqcp?
Gilbert Kaplan,vnf ns fj mehd uqqj unjdnhne vqqbc?
Helmut Koester,voj ou jt nbgl eddt eotlogob vddqc?
Tony Lane,wkt ks tr jgph vqqr vkrhkpkg wqqne?
Mark B,vic ir cq ghde uaaq uiqeidih vaaln?
Gilberto Mendes,vof ot fs kerd uiis uosdoroe viibc?
John Coleman Moore,vmj mr jq lgpk uhhq umqkmpmg vhhof?
Homa Nategh,vls lr sq kgoi uccq ulqilolg vccmp?
Mike Oxley,xmt ms tr ldcj waar wmrjmcmd xaabg?
Ian Pieris,vkf ks fd jeoh uqqd ukdhkoke vqqap?
Jim Ross,vld ls dr jkoh uccr ulrhlolk vccbp?
Anil Salgaocar,vmi ms ir klpj uqqr umrjmpml vqqcd?
Vilmos Zsigmond,aou ot us jnrl wdds wosloron addbc?
Faris al-Zahrani,wac at cs lmpj vqqs vasjapam wqqdf?
Mieke Andela-Baur,vmk ms kr gcdi jaar jmrimdmc vaabh?
Marcel Barbeau,vjc js cr ieog haar hjrgjoje vaamf?
Ardhendu Bhushan Bardhan,vkb kt bs ceoh gqqs gkshkoke vqqmp?
Vicente Camacho,amt ms tr ldpk vhhr vmrkmpmd ahhbq?
Michel Delpech,vkr kq rh genj uaah ukhjknke vaabf?
Leonard Evans,hlf lt fs gbqj vrrs vlsjlqlb hrroa?
Tim Francis,vde dt es klpj uccs udsjdpdl vccbq?
Brad Fuller,veb es br dhna foor feraeneh voolg?
Maria Garbowska-Kierczynska,yqc qv cu pkjf xaau xqufqjqk yaadt?
Matt Hobden,vks kr sq ghof uaaq ukqfkokh vaamp?
Shigeji Kaneko,vns nr sq megk uppq unqkngne vppco?
Matthiew Klinck,wnt ns tr mfhl vaar vnrlnhnf waaei?
Thomas Johnstone McWiggan,wpu pt us oiqn vdds vpsnpqpi wddlr?
Gisela Mota Ocampo,vnt ns tk mdql uggk unklnqnd vggbe?
Nimr al-Nimr,vkd kr dq ijog uccq ukqgkokj vccbf?
John Reid,vle lr eq hfnj uppq ulqjlnlf vppgo?
Rino Salviati,hna nu at lmrj vsst vntjnrnm hssbg?
Stanley Siegel,wmu mt us lfpj vqqs vmsjmpmf wqqhe?
Fateh Singh,vat as tr ldnj uppr uarjanad vppgo?
Frances Cress Welsing,wab at bs mfpl vqqs vaslapaf wqqji?
Leonard White,wnf nt fs gbql vrrs vnslnqnb wrrja?
Sabri Yirmibesoglu,wod ou dt nhrc lggt lotcoroh wggek?
Klaas Bakker,vjg js gr ifae uoor ujrejajf voomb?
Robert H. B. Baldwin,wna nt as idqc vrrs vnscnqnd wrrkh?
Leonard Berkowitz,xof ou ft gbih wsst wothoiob xsska?
Paul Bley,wjt js ta ifoe cppa cjaejojf wppmd?
Gary Flakne,wec es cr ligj vppr verjegei wppnf?
Amby Fogarty,weh et hs klpc vbbs vescepel wbbnq?
C. B. Forgotston,vce ct es klpb urrs ucsbcpcl vrrnq?
Demmus Hentze,wmv mu vt abqk dcct dmtkmqmb wccor?
John McDade Howell,wms mr sq gipl veeq vmqlmpmi weeok?
Shankar Prasad Jaiswal,wpf pt fg hoem vrrg vpgmpepo wrrjl?
Alberto Iniesta Jiménez,wpe pu et odsc vllt vptcpspd wllhb?
Raymond W. Lessard,xna nu at gjsl wddt wntlnsnj xddqi?
